SNP	CHR	BP	P	POS	GENEID	NEIGHBORGENE	FUNCTION
Chr5_7435826	5	7435826	1.987359e-03	99606672	AT5G22430	NA	Pollen Ole e 1 allergen and extensin family protein (EC Pollen Ole e 1 allergen and extensin family protein)
Chr5_3624004	5	3624004	1.478227e-03	95794850	AT5G11350	NA	DNAse I-like superfamily protein (EC DNAse I-like superfamily protein)
Chr5_3587549	5	3587549	1.523235e-03	95758395	AT5G11240	NA	transducin family protein / WD-40 repeat family protein (EC transducin family protein / WD-40 repeat family protein)
Chr5_3595861	5	3595861	1.649616e-03	95766707	AT5G11250	NA	Disease resistance protein (TIR-NBS-LRR class) (EC Disease resistance protein (TIR-NBS-LRR class))
Chr5_3597507	5	3597507	1.649616e-03	95768353	AT5G11270	NA	overexpressor of cationic peroxidase 3 (EC overexpressor of cationic peroxidase 3)
Chr5_3602932	5	3602932	1.649616e-03	95773778	NA	NA	NA
Chr4_1507840	4	1507840	3.706917e-03	75093630	AT4G03415	NA	Protein phosphatase 2C family protein (EC Protein phosphatase 2C family protein)
Chr4_1224605	4	1224605	4.879038e-04	74810395	AT4G02750	NA	Tetratricopeptide repeat (TPR)-like superfamily protein (EC Tetratricopeptide repeat (TPR)-like superfamily protein)
Chr2_7713722	2	7713722	2.557835e-03	38141393	AT2G17760	NA	Eukaryotic aspartyl protease family protein (EC Eukaryotic aspartyl protease family protein)
Chr5_7521201	5	7521201	1.486346e-03	99692047	AT5G22620	NA	phosphoglycerate/bisphosphoglycerate mutase family protein (EC phosphoglycerate/bisphosphoglycerate mutase family protein)
Chr5_23997465	5	23997465	1.047093e-03	116168311	AT5G59530	NA	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (EC 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein)
Chr3_14680659	3	14680659	9.819309e-04	64806619	AT3G42560	NA	Pentatricopeptide repeat (PPR) superfamily protein (EC Pentatricopeptide repeat (PPR) superfamily protein)
Chr2_2146035	2	2146035	1.644004e-03	32573706	AT2G05710	NA	aconitase 3 (EC aconitase 3)
Chr5_1082160	5	1082160	1.033735e-03	93253006	AT5G04010	NA	F-box family protein (EC F-box family protein)
Chr3_3593532	3	3593532	1.751531e-03	53719492	AT3G11420	NA	Protein of unknown function (DUF604) (EC Protein of unknown function (DUF604))
Chr4_17189162	4	17189162	2.248186e-03	90774952	NA	NA	NA
Chr3_12702373	3	12702373	1.730506e-03	62828333	AT3G31350	NA	NA
Chr3_2983272	3	2983272	2.247787e-03	53109232	AT3G09720	NA	P-loop containing nucleoside triphosphate hydrolases superfamily protein (EC P-loop containing nucleoside triphosphate hydrolases superfamily protein)
Chr1_23384076	1	23384076	6.931425e-03	23384076	AT1G63060	NA	NA
Chr1_21921286	1	21921286	9.429587e-04	21921286	AT1G59650	NA	Protein of unknown function (DUF1336) (EC Protein of unknown function (DUF1336))
Chr5_24558051	5	24558051	2.673417e-03	116728897	NA	NA	NA
Chr3_13144571	3	13144571	5.965573e-04	63270531	AT3G32150	NA	NA
Chr2_5154597	2	5154597	2.252786e-03	35582268	NA	NA	NA
Chr3_12718579	3	12718579	1.957880e-03	62844539	NA	NA	NA
Chr4_486077	4	486077	1.836956e-03	74071867	AT4G01120	NA	G-box binding factor 2 (EC G-box binding factor 2)
Chr5_8022040	5	8022040	1.379420e-03	100192886	AT5G23790	NA	galactinol synthase 5 (EC galactinol synthase 5)
Chr1_11330834	1	11330834	1.286651e-03	11330834	AT1G31650	NA	RHO guanyl-nucleotide exchange factor 14 (EC RHO guanyl-nucleotide exchange factor 14)
Chr3_13143942	3	13143942	1.190116e-03	63269902	AT3G32150	NA	NA
Chr5_14780266	5	14780266	1.311187e-03	106951112	AT5G37310	NA	Endomembrane protein 70 protein family (EC Endomembrane protein 70 protein family)
Chr2_18221383	2	18221383	1.948971e-03	48649054	AT2G44020	NA	Mitochondrial transcription termination factor family protein (EC Mitochondrial transcription termination factor family protein)
Chr1_28381596	1	28381596	1.479527e-03	28381596	NA	NA	NA
Chr1_24966981	1	24966981	1.039063e-03	24966981	AT1G66910	NA	Protein kinase superfamily protein (EC Protein kinase superfamily protein)
Chr4_3783663	4	3783663	1.040187e-03	77369453	NA	NA	NA
Chr4_13036641	4	13036641	1.397497e-03	86622431	AT4G25520	NA	SEUSS-like 1 (EC SEUSS-like 1)
Chr5_3782197	5	3782197	2.248400e-03	95953043	AT5G11730	NA	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (EC Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein)
Chr3_15175149	3	15175149	1.047970e-03	65301109	NA	NA	NA
Chr5_16809114	5	16809114	2.606634e-03	108979960	NA	NA	NA
Chr5_16809469	5	16809469	2.606634e-03	108980315	NA	NA	NA
Chr1_10461118	1	10461118	1.049527e-03	10461118	AT1G29870	NA	tRNA synthetase class II (G, H, P and S) family protein (EC tRNA synthetase class II (G, H, P and S) family protein)
Chr3_11767209	3	11767209	2.112996e-03	61893169	NA	NA	NA
Chr4_4985113	4	4985113	7.133442e-04	78570903	NA	NA	NA
Chr5_2625392	5	2625392	1.054681e-03	94796238	NA	NA	NA
Chr4_3324333	4	3324333	4.599442e-03	76910123	AT4G06526	NA	nucleic acid binding
Chr1_29130655	1	29130655	1.551473e-03	29130655	AT1G77520	NA	O-methyltransferase family protein (EC O-methyltransferase family protein)
Chr1_17845612	1	17845612	1.062846e-03	17845612	NA	NA	NA
Chr3_5353028	3	5353028	2.101490e-03	55478988	AT3G15820	NA	phosphatidic acid phosphatase-related / PAP2-related (EC phosphatidic acid phosphatase-related / PAP2-related)
Chr3_19311633	3	19311633	4.329192e-03	69437593	AT3G52060	NA	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein (EC Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein)
Chr2_13647198	2	13647198	1.537091e-03	44074869	AT2G32100	NA	ovate family protein 16 (EC ovate family protein 16)
Chr2_13648349	2	13648349	1.537091e-03	44076020	AT2G32100	NA	ovate family protein 16 (EC ovate family protein 16)
Chr4_749279	4	749279	1.697005e-03	74335069	AT4G01720	NA	WRKY family transcription factor (EC WRKY family transcription factor)
Chr5_24967524	5	24967524	1.829260e-03	117138370	AT5G62165	NA	AGAMOUS-like 42 (EC AGAMOUS-like 42)
Chr1_1563162	1	1563162	1.621624e-03	1563162	AT1G05350	NA	NAD(P)-binding Rossmann-fold superfamily protein (EC NAD(P)-binding Rossmann-fold superfamily protein)
Chr1_6936457	1	6936457	1.692078e-03	6936457	AT1G19990	NA	NA
Chr4_2245742	4	2245742	1.066445e-03	75831532	AT4G04510	NA	cysteine-rich RLK (RECEPTOR-like protein kinase) 38 (EC cysteine-rich RLK (RECEPTOR-like protein kinase) 38)
Chr5_3347559	5	3347559	2.064447e-03	95518405	AT5G10580	NA	Protein of unknown function, DUF599 (EC Protein of unknown function, DUF599)
Chr1_20495850	1	20495850	1.110848e-03	20495850	NA	NA	NA
Chr1_21583753	1	21583753	1.115487e-03	21583753	AT1G58242	NA	Plant thionin family protein (EC Plant thionin family protein)
Chr1_7747083	1	7747083	4.919927e-04	7747083	AT1G22000	NA	FBD, F-box and Leucine Rich Repeat domains containing protein (EC FBD, F-box and Leucine Rich Repeat domains containing protein)
Chr5_8453044	5	8453044	2.071823e-03	100623890	AT5G24680	NA	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2 (EC Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2)
Chr1_14591021	1	14591021	1.741902e-03	14591021	NA	NA	NA
Chr3_4904676	3	4904676	2.156690e-03	55030636	AT3G14580	NA	Pentatricopeptide repeat (PPR) superfamily protein (EC Pentatricopeptide repeat (PPR) superfamily protein)
Chr5_16371640	5	16371640	1.533294e-03	108542486	AT5G40860	NA	NA
Chr2_2704671	2	2704671	1.123455e-03	33132342	NA	NA	NA
Chr1_1474917	1	1474917	1.364069e-03	1474917	NA	NA	NA
Chr2_11132494	2	11132494	1.821627e-03	41560165	AT2G26135	NA	RING/U-box protein with C6HC-type zinc finger (EC RING/U-box protein with C6HC-type zinc finger)
Chr5_16809916	5	16809916	2.754312e-03	108980762	AT5G42020	NA	Heat shock protein 70 (Hsp 70) family protein (EC Heat shock protein 70 (Hsp 70) family protein)
Chr2_18228237	2	18228237	1.601151e-03	48655908	AT2G44060	NA	Late embryogenesis abundant protein, group 2 (EC Late embryogenesis abundant protein, group 2)
Chr1_9751274	1	9751274	2.401200e-03	9751274	AT1G27980	NA	dihydrosphingosine phosphate lyase (EC dihydrosphingosine phosphate lyase)
Chr3_4016741	3	4016741	2.436280e-03	54142701	AT3G12640	NA	RNA binding (RRM/RBD/RNP motifs) family protein (EC RNA binding (RRM/RBD/RNP motifs) family protein)
Chr2_4968155	2	4968155	1.148409e-03	35395826	NA	NA	NA
Chr2_9027894	2	9027894	3.873241e-03	39455565	AT2G21045	NA	Rhodanese/Cell cycle control phosphatase superfamily protein (EC Rhodanese/Cell cycle control phosphatase superfamily protein)
Chr2_12089998	2	12089998	1.985219e-03	42517669	AT2G28315	NA	Nucleotide/sugar transporter family protein (EC Nucleotide/sugar transporter family protein)
Chr5_3589380	5	3589380	1.796956e-03	95760226	NA	NA	NA
Chr3_3967961	3	3967961	4.420399e-04	54093921	AT3G12510	NA	MADS-box family protein (EC MADS-box family protein)
Chr5_6281551	5	6281551	1.155583e-03	98452397	AT5G18830	NA	squamosa promoter binding protein-like 7 (EC squamosa promoter binding protein-like 7)
Chr5_3595067	5	3595067	1.959362e-03	95765913	AT5G11250	NA	Disease resistance protein (TIR-NBS-LRR class) (EC Disease resistance protein (TIR-NBS-LRR class))
Chr1_9428982	1	9428982	1.511265e-03	9428982	AT1G27140	NA	glutathione S-transferase tau 14 (EC glutathione S-transferase tau 14)
Chr5_16804095	5	16804095	1.835995e-03	108974941	AT5G42010	NA	Transducin/WD40 repeat-like superfamily protein (EC Transducin/WD40 repeat-like superfamily protein)
Chr1_28227136	1	28227136	1.644467e-03	28227136	AT1G75210	NA	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase (EC HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase)
Chr5_3603162	5	3603162	1.716387e-03	95774008	NA	NA	NA
Chr5_18158906	5	18158906	6.708881e-03	110329752	AT5G44973	NA	NA
Chr5_17792508	5	17792508	1.604087e-03	109963354	NA	NA	NA
Chr2_17338756	2	17338756	4.448618e-04	47766427	AT2G41560	NA	autoinhibited Ca(2+)-ATPase, isoform 4 (EC autoinhibited Ca(2+)-ATPase, isoform 4)
Chr3_15726712	3	15726712	3.175430e-03	65852672	NA	NA	NA
Chr4_3935935	4	3935935	1.072401e-03	77521725	NA	NA	NA
Chr4_6073032	4	6073032	4.459339e-04	79658822	AT4G09600	NA	GAST1 protein homolog 3 (EC GAST1 protein homolog 3)
Chr5_9215395	5	9215395	7.610968e-03	101386241	NA	NA	NA
Chr5_16536010	5	16536010	2.767118e-03	108706856	AT5G41320	NA	NA
Chr5_21200653	5	21200653	2.442896e-03	113371499	AT5G52170	NA	homeodomain GLABROUS 7 (EC homeodomain GLABROUS 7)
Chr4_3481182	4	3481182	1.037890e-03	77066972	NA	NA	NA
Chr5_9813983	5	9813983	1.214208e-03	101984829	AT5G27710	NA	NA
Chr5_9216109	5	9216109	2.022648e-03	101386955	NA	NA	NA
Chr2_5155495	2	5155495	3.624557e-04	35583166	NA	NA	NA
Chr1_8900973	1	8900973	2.136978e-03	8900973	AT1G25370	NA	Protein of unknown function (DUF1639) (EC Protein of unknown function (DUF1639))
Chr1_8904524	1	8904524	2.136978e-03	8904524	AT1G25375	NA	Metallo-hydrolase/oxidoreductase superfamily protein (EC Metallo-hydrolase/oxidoreductase superfamily protein)
Chr3_7777807	3	7777807	4.046039e-03	57903767	AT3G22070	NA	proline-rich family protein (EC proline-rich family protein)
Chr4_17229617	4	17229617	2.323619e-03	90815407	AT4G36510	NA	NA
Chr3_9123643	3	9123643	4.509814e-04	59249603	AT3G25030	NA	RING/U-box superfamily protein (EC RING/U-box superfamily protein)
Chr4_12932494	4	12932494	1.277677e-03	86518284	AT4G25240	NA	SKU5 similar 1 (EC SKU5 similar 1)
Chr5_13568867	5	13568867	1.953261e-03	105739713	NA	NA	NA
Chr2_12979611	2	12979611	4.465365e-04	43407282	AT2G30460	NA	Nucleotide/sugar transporter family protein (EC Nucleotide/sugar transporter family protein)
Chr2_10312403	2	10312403	4.004619e-03	40740074	AT2G24240	NA	BTB/POZ domain with WD40/YVTN repeat-like protein (EC BTB/POZ domain with WD40/YVTN repeat-like protein)
Chr1_1906233	1	1906233	2.429791e-03	1906233	AT1G06225	NA	CLAVATA3/ESR-RELATED 3 (EC CLAVATA3/ESR-RELATED 3)
Chr1_14919984	1	14919984	2.074934e-03	14919984	NA	NA	NA
Chr5_924841	5	924841	1.963621e-03	93095687	AT5G03630	NA	Pyridine nucleotide-disulphide oxidoreductase family protein (EC Pyridine nucleotide-disulphide oxidoreductase family protein)
Chr1_22739500	1	22739500	5.451076e-04	22739500	AT1G61620	NA	phosphoinositide binding (EC phosphoinositide binding)
Chr4_13341576	4	13341576	8.657085e-04	86927366	AT4G26380	NA	Cysteine/Histidine-rich C1 domain family protein (EC Cysteine/Histidine-rich C1 domain family protein)
Chr2_5151967	2	5151967	1.517875e-03	35579638	NA	NA	NA
Chr1_26899773	1	26899773	1.267950e-03	26899773	AT1G71370	NA	DEA(D/H)-box RNA helicase family protein (EC DEA(D/H)-box RNA helicase family protein)
Chr1_23202379	1	23202379	2.334853e-03	23202379	AT1G62660	NA	Glycosyl hydrolases family 32 protein (EC Glycosyl hydrolases family 32 protein)
Chr3_8537617	3	8537617	1.280491e-03	58663577	AT3G23715	NA	SCR-like 13 (EC SCR-like 13)
Chr2_2614711	2	2614711	7.055187e-04	33042382	NA	NA	NA
Chr5_23021	5	23021	1.566051e-03	92193867	AT5G01050	NA	Laccase/Diphenol oxidase family protein (EC Laccase/Diphenol oxidase family protein)
Chr4_11389383	4	11389383	2.405715e-03	84975173	NA	NA	NA
Chr2_5183469	2	5183469	2.858375e-03	35611140	NA	NA	NA
Chr1_10633858	1	10633858	2.740131e-03	10633858	AT1G30210	NA	TEOSINTE BRANCHED 1, cycloidea, and PCF family 24 (EC TEOSINTE BRANCHED 1, cycloidea, and PCF family 24)
Chr2_16164869	2	16164869	2.592709e-03	46592540	AT2G38650	NA	galacturonosyltransferase 7 (EC galacturonosyltransferase 7)
Chr1_17261283	1	17261283	1.309908e-03	17261283	NA	NA	NA
Chr4_454542	4	454542	2.751641e-03	74040332	AT4G01037	NA	Ubiquitin carboxyl-terminal hydrolase family protein (EC Ubiquitin carboxyl-terminal hydrolase family protein)
Chr3_2595066	3	2595066	1.632000e-03	52721026	AT3G08530	NA	Clathrin, heavy chain (EC Clathrin, heavy chain)
Chr3_14257571	3	14257571	2.656924e-03	64383531	AT3G42060	NA	myosin heavy chain-related (EC myosin heavy chain-related)
Chr2_11206110	2	11206110	4.202765e-03	41633781	AT2G26320	NA	AGAMOUS-like 33 (EC AGAMOUS-like 33)
Chr3_17490502	3	17490502	2.348830e-03	67616462	AT3G47460	NA	Structural maintenance of chromosomes (SMC) family protein (EC Structural maintenance of chromosomes (SMC) family protein)
Chr3_17542306	3	17542306	1.950740e-03	67668266	AT3G47600	NA	myb domain protein 94 (EC myb domain protein 94)
Chr5_3593224	5	3593224	2.266125e-03	95764070	AT5G11250	NA	Disease resistance protein (TIR-NBS-LRR class) (EC Disease resistance protein (TIR-NBS-LRR class))
Chr1_21583010	1	21583010	1.327847e-03	21583010	AT1G58242	NA	Plant thionin family protein (EC Plant thionin family protein)
Chr1_24028306	1	24028306	1.616274e-03	24028306	AT1G64650	NA	Major facilitator superfamily protein (EC Major facilitator superfamily protein)
Chr5_18901026	5	18901026	1.330817e-03	111071872	AT5G46580	NA	pentatricopeptide (PPR) repeat-containing protein (EC pentatricopeptide (PPR) repeat-containing protein)
Chr5_23910318	5	23910318	1.969125e-03	116081164	AT5G59260	NA	Concanavalin A-like lectin protein kinase family protein (EC Concanavalin A-like lectin protein kinase family protein)
Chr5_18097371	5	18097371	1.982734e-03	110268217	AT5G44800	NA	chromatin remodeling 4 (EC chromatin remodeling 4)
Chr3_12263161	3	12263161	2.981069e-03	62389121	NA	NA	NA
Chr4_6938936	4	6938936	1.337303e-03	80524726	AT4G11400	NA	ARID/BRIGHT DNA-binding domain
Chr5_3584736	5	3584736	2.037227e-03	95755582	AT5G11240	NA	transducin family protein / WD-40 repeat family protein (EC transducin family protein / WD-40 repeat family protein)
Chr3_12742269	3	12742269	2.233547e-03	62868229	NA	NA	NA
Chr4_1304580	4	1304580	2.037189e-03	74890370	NA	NA	NA
Chr3_21893841	3	21893841	2.610943e-03	72019801	AT3G59220	NA	pirin (EC pirin)
Chr3_14308987	3	14308987	1.959977e-03	64434947	AT3G42148	NA	NA
Chr5_24980862	5	24980862	1.907702e-03	117151708	AT5G62180	NA	carboxyesterase 20 (EC carboxyesterase 20)
Chr5_19508285	5	19508285	2.883775e-03	111679131	AT5G48110	NA	Terpenoid cyclases/Protein prenyltransferases superfamily protein (EC Terpenoid cyclases/Protein prenyltransferases superfamily protein)
Chr1_1493872	1	1493872	1.866708e-03	1493872	AT1G05160	NA	cytochrome P450, family 88, subfamily A, polypeptide 3 (EC cytochrome P450, family 88, subfamily A, polypeptide 3)
Chr1_2346314	1	2346314	1.762700e-03	2346314	AT1G07615	NA	GTP-binding protein Obg/CgtA (EC GTP-binding protein Obg/CgtA)
Chr3_11155269	3	11155269	2.084727e-03	61281229	NA	NA	NA
Chr3_14670050	3	14670050	9.191055e-04	64796010	AT3G42550	NA	Eukaryotic aspartyl protease family protein (EC Eukaryotic aspartyl protease family protein)
Chr3_19825356	3	19825356	2.509154e-03	69951316	AT3G53480	NA	pleiotropic drug resistance 9 (EC pleiotropic drug resistance 9)
Chr1_2700642	1	2700642	2.770288e-03	2700642	AT1G08520	NA	ALBINA 1 (EC ALBINA 1)
Chr1_2348057	1	2348057	1.372994e-03	2348057	AT1G07620	NA	GTP-binding protein Obg/CgtA (EC GTP-binding protein Obg/CgtA)
Chr5_17417798	5	17417798	3.013579e-03	109588644	AT5G43370	NA	phosphate transporter 2 (EC phosphate transporter 2)
Chr2_10851018	2	10851018	2.069106e-03	41278689	AT2G25490	NA	EIN3-binding F box protein 1 (EC EIN3-binding F box protein 1)
Chr1_1568523	1	1568523	1.900833e-03	1568523	AT1G05350	NA	NAD(P)-binding Rossmann-fold superfamily protein (EC NAD(P)-binding Rossmann-fold superfamily protein)
Chr4_16107035	4	16107035	3.411611e-03	89692825	AT4G33470	NA	histone deacetylase 14 (EC histone deacetylase 14)
Chr5_14856665	5	14856665	1.523344e-03	107027511	AT5G37450	NA	Leucine-rich repeat protein kinase family protein (EC Leucine-rich repeat protein kinase family protein)
Chr5_8429895	5	8429895	3.829905e-03	100600741	AT5G24610	NA	NA
Chr5_8432231	5	8432231	3.829905e-03	100603077	AT5G24620	NA	Pathogenesis-related thaumatin superfamily protein (EC Pathogenesis-related thaumatin superfamily protein)
Chr1_2701006	1	2701006	2.580279e-03	2701006	AT1G08520	NA	ALBINA 1 (EC ALBINA 1)
Chr2_81127	2	81127	2.299311e-03	30508798	AT2G01090	NA	Ubiquinol-cytochrome C reductase hinge protein (EC Ubiquinol-cytochrome C reductase hinge protein)
Chr1_6720552	1	6720552	2.103379e-03	6720552	NA	NA	NA
Chr5_7385253	5	7385253	1.399481e-03	99556099	AT5G22310	NA	NA
Chr5_16809417	5	16809417	3.351041e-03	108980263	NA	NA	NA
Chr5_8425393	5	8425393	3.721130e-03	100596239	AT5G24600	NA	Protein of unknown function, DUF599 (EC Protein of unknown function, DUF599)
Chr4_5850120	4	5850120	3.082888e-03	79435910	AT4G09180	NA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein (EC basic helix-loop-helix (bHLH) DNA-binding superfamily protein)
Chr2_19078905	2	19078905	2.340101e-03	49506576	AT2G46480	NA	galacturonosyltransferase 2 (EC galacturonosyltransferase 2)
Chr2_11219849	2	11219849	2.661503e-03	41647520	AT2G26330	NA	Leucine-rich receptor-like protein kinase family protein (EC Leucine-rich receptor-like protein kinase family protein)
Chr1_10910208	1	10910208	1.483054e-03	10910208	AT1G30755	NA	Protein of unknown function (DUF668) (EC Protein of unknown function (DUF668))
Chr1_10914891	1	10914891	1.483054e-03	10914891	NA	NA	NA
Chr1_10921888	1	10921888	1.483054e-03	10921888	NA	NA	NA
Chr1_10924304	1	10924304	1.483054e-03	10924304	NA	NA	NA
Chr1_10929232	1	10929232	1.483054e-03	10929232	AT1G30780	NA	F-box associated ubiquitination effector family protein (EC F-box associated ubiquitination effector family protein)
Chr1_10944566	1	10944566	1.483054e-03	10944566	AT1G30810	NA	Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein (EC Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein)
Chr1_10962504	1	10962504	1.483054e-03	10962504	AT1G30825	NA	Arp2/3 complex, 34 kD subunit p34-Arc (EC Arp2/3 complex, 34 kD subunit p34-Arc)
Chr5_15291151	5	15291151	3.206016e-03	107461997	AT5G38270	NA	F-box family protein (EC F-box family protein)
Chr5_13956795	5	13956795	2.727882e-03	106127641	NA	NA	NA
Chr1_7449695	1	7449695	1.372028e-03	7449695	AT1G21280	NA	NA
Chr5_13585354	5	13585354	2.722855e-03	105756200	AT5G35360	NA	acetyl Co-enzyme a carboxylase biotin carboxylase subunit (EC acetyl Co-enzyme a carboxylase biotin carboxylase subunit)
